tokenID,name,description,file_name,attributes[Pealce],attributes[Realm],attributes[Origin],attributes[Vision],attributes[Tone],attributes[Flow],Fire,attributes[Artifact],attributes[Tier]
848,AH!rchives #848,[ˈäl̪t̪er] ヒーロー,848.png,,Red,Nova,Stare,All Caps,General,,,1
849,AH!rchives #849,[ˈäl̪t̪er] ヒーロー,849.png,,,First Press,,,,,,3
850,AH!rchives #850,[ˈäl̪t̪er] ヒーロー,850.png,,Dark Blū,Düne,Stare,All Caps,Illest,,,1
851,AH!rchives #851,[ˈäl̪t̪er] ヒーロー,851.png,,Rain,Maze,Ye,Stoik,Clouds,Halo,,2
852,AH!rchives #852,[ˈäl̪t̪er] ヒーロー,852.png,,Rain,Nebu,Tribe,All Caps,Swat,Onsen,,1
853,AH!rchives #853,[ˈäl̪t̪er] ヒーロー,853.png,,,White Label,,,,,,1
854,AH!rchives #854,[ˈäl̪t̪er] ヒーロー,854.png,,Pak,Maze,Ye,Stoik,,Halo,,1
855,AH!rchives #855,[ˈäl̪t̪er] ヒーロー,855.png,,Fayah!,All Star,Mono,All Caps,Avalanche,Faces,,1
856,AH!rchives #856,[ˈäl̪t̪er] ヒーロー,856.png,,Blū,Seed,A3000,Stoik,Muraka,,,1
857,AH!rchives #857,[ˈäl̪t̪er] ヒーロー,857.png,,Rain,Nebu,Ye,Bored,Shiro,Seiya,,1
858,AH!rchives #858,[ˈäl̪t̪er] ヒーロー,858.png,,,White Label,,,,,,1
859,AH!rchives #859,[ˈäl̪t̪er] ヒーロー,859.png,,Doré,Golden,Shocked,All Caps,Muraka,Mellow,,1
860,AH!rchives #860,[ˈäl̪t̪er] ヒーロー,860.png,,Pømme,Seed,Gaze,Curls,Bō Staff,,White Noise,1
861,AH!rchives #861,[ˈäl̪t̪er] ヒーロー,861.png,,Neo,Nova,Stare,All Caps,Hero,Seiya,,1
862,AH!rchives #862,[ˈäl̪t̪er] ヒーロー,862.png,,Fayah!,Metal Fingers,Comet,All Caps,Baller,,Supervillain,2
863,AH!rchives #863,[ˈäl̪t̪er] ヒーロー,863.png,,Neo,Seed,Mono,Golden T,Tee,Golf,,1
864,AH!rchives #864,[ˈäl̪t̪er] ヒーロー,864.png,,Black,Nebu,Watcher,All Caps,General,Miya,,1
865,AH!rchives #865,[ˈäl̪t̪er] ヒーロー,865.png,,Cream,Golden,Bloody,All Caps,Muraka,Halo,,1
866,AH!rchives #866,[ˈäl̪t̪er] ヒーロー,866.png,,Pømme,Clay,Shocked,Bored,Hero,Pega,,1
867,AH!rchives #867,[ˈäl̪t̪er] ヒーロー,867.png,,Blū,Seed,Ye,Stoik,,Mute,,1
868,AH!rchives #868,[ˈäl̪t̪er] ヒーロー,868.png,,Pømme,Redbone,Oracle,All Caps,,Nippon,,1
869,AH!rchives #869,[ˈäl̪t̪er] ヒーロー,869.png,,Orange,Maze,A3000,Bored,Zanpah,Halo,,1
870,AH!rchives #870,[ˈäl̪t̪er] ヒーロー,870.png,Double Dragon,Blū,Geedorah,Tribe,Kookies,,Miya,,1
871,AH!rchives #871,[ˈäl̪t̪er] ヒーロー,871.png,,Neo,Maze,A3000,!AH,Bō Staff,Lucid Dream,,1
872,AH!rchives #872,[ˈäl̪t̪er] ヒーロー,872.png,,Blū,Oshen,Poska,All Caps,Muraka,,,1
873,AH!rchives #873,[ˈäl̪t̪er] ヒーロー,873.png,,Fayah!,Seed,Poska,Candy,Monk,,White Noise,1
874,AH!rchives #874,[ˈäl̪t̪er] ヒーロー,874.png,Double Dragon,Megah!,Maze,Mono,All Caps,,Crown,,2
875,AH!rchives #875,[ˈäl̪t̪er] ヒーロー,875.png,,Rain,Seed,Shocked,All Caps,General,Halo,,1
876,AH!rchives #876,[ˈäl̪t̪er] ヒーロー,876.png,,Neo,Redbone,Prism,Yamé,Baller,Bloodsport,,1
877,AH!rchives #877,[ˈäl̪t̪er] ヒーロー,877.png,,Orange,Metal Fingers,Prism,!AH,Baller,Nippon,,1
878,AH!rchives #878,[ˈäl̪t̪er] ヒーロー,878.png,,Off White,Maze,Ye,Curls,Clouds,,,1
879,AH!rchives #879,[ˈäl̪t̪er] ヒーロー,879.png,The Shining,Blū,Maze,Stare,Vault,,Mellow,,1
880,AH!rchives #880,[ˈäl̪t̪er] ヒーロー,880.png,,,,,,,,,2
881,AH!rchives #881,[ˈäl̪t̪er] ヒーロー,881.png,,Dream,Seed,Ye,All Caps,Tee,,,1
882,AH!rchives #882,[ˈäl̪t̪er] ヒーロー,882.png,The Next Episode,Neo,Gumbo,Surprised,Stoik,,,,1
883,AH!rchives #883,[ˈäl̪t̪er] ヒーロー,883.png,,Rose,Clay,Oracle,Stoik,,,,1
884,AH!rchives #884,[ˈäl̪t̪er] ヒーロー,884.png,,Rain,Seed,Mono,Kookies,Hero,Miya,,1
885,AH!rchives #885,[ˈäl̪t̪er] ヒーロー,885.png,,Off White,Seed,Rage,Kush,Swat,,!Chimp,1
886,AH!rchives #886,[ˈäl̪t̪er] ヒーロー,886.png,Double Dragon,Orange,Oshen,Watcher,Kookies,,Nippon,,1
887,AH!rchives #887,[ˈäl̪t̪er] ヒーロー,887.png,,Astro,Golden,Rage,All Caps,Shiro,Nippon,,1
888,AH!rchives #888,[ˈäl̪t̪er] ヒーロー,888.png,,Orange,Seed,Prism,Stoik,Bō Staff,,,1
889,AH!rchives #889,[ˈäl̪t̪er] ヒーロー,889.png,,Rain,Geedorah,Hidden,All Caps,Illest,Extended Version,,2
890,AH!rchives #890,[ˈäl̪t̪er] ヒーロー,890.png,,Cream,Clay,Watcher,!AH,Fury,Onsen,,1
891,AH!rchives #891,[ˈäl̪t̪er] ヒーロー,891.png,,Megah!,Odeya,Watcher,Bye.,General,Lauriers,,1
892,AH!rchives #892,[ˈäl̪t̪er] ヒーロー,892.png,,Dream,Seed,Poska,Yamé,Avalanche,Crown,,1
893,AH!rchives #893,[ˈäl̪t̪er] ヒーロー,893.png,,P!nk,Clay,Shocked,Bored,7th Chamber,Lauriers,,1
894,AH!rchives #894,[ˈäl̪t̪er] ヒーロー,894.png,,Off White,Maze,Spirit,Bored,Ronin,Nippon,,1
895,AH!rchives #895,[ˈäl̪t̪er] ヒーロー,895.png,,Cream,Seed,Stare,Kookies,,Halo,,1
896,AH!rchives #896,[ˈäl̪t̪er] ヒーロー,896.png,,Off White,Metal Fingers,Bloody,Stoik,Zanpah,,Supervillain,1
897,AH!rchives #897,[ˈäl̪t̪er] ヒーロー,897.png,Figaro,Doré,Seed,Stare,Golden T,,Faces,,1
898,AH!rchives #898,[ˈäl̪t̪er] ヒーロー,898.png,,Orange,Maze,Bloody,Stoik,Capsule,Lauriers,,1
899,AH!rchives #899,[ˈäl̪t̪er] ヒーロー,899.png,,Neo,Clay,Ye,!AH,7th Chamber,,!Sensei,1
900,AH!rchives #900,[ˈäl̪t̪er] ヒーロー,900.png,,Pak,Düne,Spirit,Bored,Bō Staff,,!Sensei,1
901,AH!rchives #901,[ˈäl̪t̪er] ヒーロー,901.png,,Autumn,Seed,Gaze,Stoik,!Champloo,Lauriers,,1
902,AH!rchives #902,[ˈäl̪t̪er] ヒーロー,902.png,The Next Episode,Doré,Clay,A3000,Stoik,,,,1
903,AH!rchives #903,[ˈäl̪t̪er] ヒーロー,903.png,,Astro,Düne,A3000,All Caps,Clouds,Beanie,,1
904,AH!rchives #904,[ˈäl̪t̪er] ヒーロー,904.png,,Orange,Clay,Poska,Stoik,Monk,,,1
905,AH!rchives #905,[ˈäl̪t̪er] ヒーロー,905.png,,Doré,Golden,Watcher,!AH,!Champloo,,!Sensei,1
906,AH!rchives #906,[ˈäl̪t̪er] ヒーロー,906.png,,Neo,Seed,Shocked,Bored,7th Chamber,,,1
907,AH!rchives #907,[ˈäl̪t̪er] ヒーロー,907.png,,Dark Blū,Nova,Watcher,Stoik,7th Chamber,Nippon,,1
908,AH!rchives #908,[ˈäl̪t̪er] ヒーロー,908.png,,Doré,Clay,Tribe,Stoik,Bō Staff,Nippon,,1
909,AH!rchives #909,[ˈäl̪t̪er] ヒーロー,909.png,,Rain,Bahbū,The Answer,All Caps,Shiro,,,2
910,AH!rchives #910,[ˈäl̪t̪er] ヒーロー,910.png,Double Dragon,Black,Golden,Ye,All Caps,,,,1
911,AH!rchives #911,[ˈäl̪t̪er] ヒーロー,911.png,,Meknah,Düne,Comet,!AH,Zanpah,Gangsta,,1
912,AH!rchives #912,[ˈäl̪t̪er] ヒーロー,912.png,Figaro,Off White,All Star,Slash,Yamé,,Onsen,,1
913,AH!rchives #913,[ˈäl̪t̪er] ヒーロー,913.png,,Meknah,Maze,A3000,All Caps,Borea,,,1
914,AH!rchives #914,[ˈäl̪t̪er] ヒーロー,914.png,,Astro,Nahki,Mercy,All Caps,!Champloo,Seiya,,1
915,AH!rchives #915,[ˈäl̪t̪er] ヒーロー,915.png,,Rain,Seed,Mono,All Caps,Okinawa,Mush,,1
916,AH!rchives #916,[ˈäl̪t̪er] ヒーロー,916.png,,Rain,Nebu,Ye,All Caps,!Champloo,Halo,,1
917,AH!rchives #917,[ˈäl̪t̪er] ヒーロー,917.png,,,First Press,,,,,,3
918,AH!rchives #918,[ˈäl̪t̪er] ヒーロー,918.png,Blū,Blū,Ogs,Ye,All Caps,,,,2
919,AH!rchives #919,[ˈäl̪t̪er] ヒーロー,919.png,Double Nahki,Doré,All Star,Bloody,Stoik,,Miya,,1
920,AH!rchives #920,[ˈäl̪t̪er] ヒーロー,920.png,,Blū,Seed,Gaze,Quiet,Hero,Shoe Deal,,1
921,AH!rchives #921,[ˈäl̪t̪er] ヒーロー,921.png,,Red,Metal Fingers,Stare,All Caps,Muraka,Mellow,,1
922,AH!rchives #922,[ˈäl̪t̪er] ヒーロー,922.png,,Runner,Clay,Stare,Candy,Shimokita,,,1
923,AH!rchives #923,[ˈäl̪t̪er] ヒーロー,923.png,,Blū,Clay,Shocked,All Caps,Clouds,Looper,,1
924,AH!rchives #924,[ˈäl̪t̪er] ヒーロー,924.png,,Pømme,Seed,Prism,Quiet,Baller,Shift,,1
925,AH!rchives #925,[ˈäl̪t̪er] ヒーロー,925.png,,Pømme,Odeya,Stare,All Caps,General,,,1
926,AH!rchives #926,[ˈäl̪t̪er] ヒーロー,926.png,,Cream,Ogs,Mono,Yamé,Muraka,Lauriers,,1
927,AH!rchives #927,[ˈäl̪t̪er] ヒーロー,927.png,The Next Episode,Neo,Maze,Ye,All Caps,,Halo,,1
928,AH!rchives #928,[ˈäl̪t̪er] ヒーロー,928.png,,Off White,Gumbo,The Slayer,!AH,Clouds,Faces,,1
929,AH!rchives #929,[ˈäl̪t̪er] ヒーロー,929.png,,Red,Maze,Bloody,Stoik,Fury,Looper,,1
930,AH!rchives #930,[ˈäl̪t̪er] ヒーロー,930.png,,Pak,All Star,Poska,All Caps,Tee,Benny,,1
931,AH!rchives #931,[ˈäl̪t̪er] ヒーロー,931.png,,Red,Maze,Poska,All Caps,7th Chamber,Bloodsport,,1
932,AH!rchives #932,[ˈäl̪t̪er] ヒーロー,932.png,The Shining,Cream,Redbone,Watcher,Bored,,,,1
933,AH!rchives #933,[ˈäl̪t̪er] ヒーロー,933.png,,Neo,Golden,Shocked,All Caps,Hoodie,Faces,,1
934,AH!rchives #934,[ˈäl̪t̪er] ヒーロー,934.png,Figaro,Runner,Oshen,Shocked,Stoik,,Mush,,1
935,AH!rchives #935,[ˈäl̪t̪er] ヒーロー,935.png,,Orange,Nova,Gaze,Stoik,Hoodie,Lucid Dream,,1
936,AH!rchives #936,[ˈäl̪t̪er] ヒーロー,936.png,,Pømme,Odeya,Mono,Candy,Bō Staff,Faces,,1
937,AH!rchives #937,[ˈäl̪t̪er] ヒーロー,937.png,,P!nk,Gumbo,Ye,All Caps,Zanpah,Crown,,1
938,AH!rchives #938,[ˈäl̪t̪er] ヒーロー,938.png,,Fayah!,Seed,Spirit,Golden T,Hero,Mush,,1
939,AH!rchives #939,[ˈäl̪t̪er] ヒーロー,939.png,,Sanctuary,Maze,Comet,Bored,Izu,Looper,,1
940,AH!rchives #940,[ˈäl̪t̪er] ヒーロー,940.png,Double Dragon,Off White,Seed,Surprised,Curls,,Bloodsport,,1
941,AH!rchives #941,[ˈäl̪t̪er] ヒーロー,941.png,Double Dragon,Pømme,Golden,Ye,!AH,,Lauriers,,1
942,AH!rchives #942,[ˈäl̪t̪er] ヒーロー,942.png,,Doré,Maze,Stare,Stoik,Shiro,Bulls,,1
943,AH!rchives #943,[ˈäl̪t̪er] ヒーロー,943.png,,Pømme,Seed,Prism,Yamé,Swat,Halo,,1
944,AH!rchives #944,[ˈäl̪t̪er] ヒーロー,944.png,,Blū,Seed,Prism,Yamé,Shiro,,Meowzart,1
945,AH!rchives #945,[ˈäl̪t̪er] ヒーロー,945.png,,Red,Düne,Ye,Stoik,Fury,Miya,,1
946,AH!rchives #946,[ˈäl̪t̪er] ヒーロー,946.png,,Red,Gumbo,Bloody,Stoik,7th Chamber,Seiya,,1
947,AH!rchives #947,[ˈäl̪t̪er] ヒーロー,947.png,,Dark Blū,Golden,The Slayer,Stoik,Avalanche,Bloodsport,,1
948,AH!rchives #948,[ˈäl̪t̪er] ヒーロー,948.png,,Autumn,Seed,Rage,Yamé,General,Onsen,,1
949,AH!rchives #949,[ˈäl̪t̪er] ヒーロー,949.png,,Blū,Seed,Mono,Quiet,Hoodie,,Meowzart,1
950,AH!rchives #950,[ˈäl̪t̪er] ヒーロー,950.png,,Rose,Metal Fingers,Slash,All Caps,Bō Staff,Halo,,1
951,AH!rchives #951,[ˈäl̪t̪er] ヒーロー,951.png,,Rain,Maze,Slash,Stoik,,Onsen,,1
952,AH!rchives #952,[ˈäl̪t̪er] ヒーロー,952.png,Figaro,Off White,Maze,Watcher,Candy,,Onsen,,2
953,AH!rchives #953,[ˈäl̪t̪er] ヒーロー,953.png,,Doré,Seed,Oracle,Vault,Borea,!!,,1
954,AH!rchives #954,[ˈäl̪t̪er] ヒーロー,954.png,,Blū,Clay,Surprised,Yamé,Bō Staff,Beanie,,1
955,AH!rchives #955,[ˈäl̪t̪er] ヒーロー,955.png,Double Nahki,Black,Maze,Watcher,Bored,,,,1
956,AH!rchives #956,[ˈäl̪t̪er] ヒーロー,956.png,Figaro,Rose,Seed,Watcher,All Caps,,,,1
957,AH!rchives #957,[ˈäl̪t̪er] ヒーロー,957.png,,Doré,Seed,Prism,All Caps,Prospect,,Meowzart,1
958,AH!rchives #958,[ˈäl̪t̪er] ヒーロー,958.png,,Megah!,Seed,Prism,All Caps,Prism,Extended Version,,1
959,AH!rchives #959,[ˈäl̪t̪er] ヒーロー,959.png,Barz,Orange,Maze,Mono,Kookies,,,!Chimp,1
960,AH!rchives #960,[ˈäl̪t̪er] ヒーロー,960.png,,Fayah!,Nebu,The Slayer,Quiet,Bō Staff,Seiya,,1
961,AH!rchives #961,[ˈäl̪t̪er] ヒーロー,961.png,,Dark Blū,Seed,Poska,All Caps,Prospect,,White Noise,1
962,AH!rchives #962,[ˈäl̪t̪er] ヒーロー,962.png,,Blū,Maze,Bloody,All Caps,Muraka,Onsen,,1
963,AH!rchives #963,[ˈäl̪t̪er] ヒーロー,963.png,,Off White,Maze,Surprised,Bye.,Baller,Shift,,1
964,AH!rchives #964,[ˈäl̪t̪er] ヒーロー,964.png,Double Dragon,Dark Blū,Düne,Flowers,Stoik,,Pega,,1
965,AH!rchives #965,[ˈäl̪t̪er] ヒーロー,965.png,,Pømme,Gumbo,Ye,All Caps,Borea,Pega,,1
966,AH!rchives #966,[ˈäl̪t̪er] ヒーロー,966.png,,P!nk,Seed,Stare,Yamé,!Champloo,Bulls,,1
967,AH!rchives #967,[ˈäl̪t̪er] ヒーロー,967.png,Double Dragon,Off White,Geedorah,Surprised,Quiet,,Lauriers,,1
968,AH!rchives #968,[ˈäl̪t̪er] ヒーロー,968.png,,Rain,Golden,Comet,Yamé,,,,1
969,AH!rchives #969,[ˈäl̪t̪er] ヒーロー,969.png,,P!nk,Nova,Stare,All Caps,Tee,Seiya,,1
970,AH!rchives #970,[ˈäl̪t̪er] ヒーロー,970.png,,Neo,Golden,Ye,!AH,Shiro,,White Noise,1
971,AH!rchives #971,[ˈäl̪t̪er] ヒーロー,971.png,The Next Episode,Meknah,Liquid,Mono,All Caps,,,,1
972,AH!rchives #972,[ˈäl̪t̪er] ヒーロー,972.png,,Cream,Liquid,Ye,Stoik,Clouds,Miya,,1
973,AH!rchives #973,[ˈäl̪t̪er] ヒーロー,973.png,Figaro,Blū,Redbone,Oracle,All Caps,,,Meowzart,1
974,AH!rchives #974,[ˈäl̪t̪er] ヒーロー,974.png,,Rain,Nebu,The Slayer,!AH,,,,1
975,AH!rchives #975,[ˈäl̪t̪er] ヒーロー,975.png,,Blū,Nebu,Gaze,Curls,Shimokita,,,1
976,AH!rchives #976,[ˈäl̪t̪er] ヒーロー,976.png,,Runner,Clay,Gaze,!AH,Shiro,Lauriers,,1
977,AH!rchives #977,[ˈäl̪t̪er] ヒーロー,977.png,,Blū,Odeya,Stare,All Caps,Avalanche,Lauriers,,1
978,AH!rchives #978,[ˈäl̪t̪er] ヒーロー,978.png,,Cream,Ogs,Ye,All Caps,,,,1
979,AH!rchives #979,[ˈäl̪t̪er] ヒーロー,979.png,,Pømme,Redbone,Bloody,!AH,7th Chamber,Seiya,,1
980,AH!rchives #980,[ˈäl̪t̪er] ヒーロー,980.png,,Cream,Seed,Prism,All Caps,Hoodie,,Meowzart,1
981,AH!rchives #981,[ˈäl̪t̪er] ヒーロー,981.png,,Megah!,Oshen,Stare,All Caps,,Lucid Dream,,1
982,AH!rchives #982,[ˈäl̪t̪er] ヒーロー,982.png,,,First Press,,,,,,3
983,AH!rchives #983,[ˈäl̪t̪er] ヒーロー,983.png,,Off White,Nebu,The Slayer,All Caps,Hero,Faces,,1
984,AH!rchives #984,[ˈäl̪t̪er] ヒーロー,984.png,,Pak,Nahki,Hidden,All Caps,Hero,Golf,,1
985,AH!rchives #985,[ˈäl̪t̪er] ヒーロー,985.png,,Runner,Gumbo,Ye,All Caps,,,,1
986,AH!rchives #986,[ˈäl̪t̪er] ヒーロー,986.png,Double Dragon,Pak,Oshen,Surprised,Stoik,,Miya,,1
987,AH!rchives #987,[ˈäl̪t̪er] ヒーロー,987.png,,Fayah!,Geedorah,Hidden,!AH,Muraka,Golf,,1
988,AH!rchives #988,[ˈäl̪t̪er] ヒーロー,988.png,,P!nk,Clay,Mono,All Caps,Hoodie,,,1
989,AH!rchives #989,[ˈäl̪t̪er] ヒーロー,989.png,,Red,Düne,Surprised,Stoik,Clouds,Beanie,,1
990,AH!rchives #990,[ˈäl̪t̪er] ヒーロー,990.png,,Rain,Maze,The Slayer,All Caps,Rider,Mush,,1
991,AH!rchives #991,[ˈäl̪t̪er] ヒーロー,991.png,,P!nk,Nahki,Watcher,!AH,General,,!Sensei,1
992,AH!rchives #992,[ˈäl̪t̪er] ヒーロー,992.png,The Shining,P!nk,Golden,Tribe,Yamé,,,,1
993,AH!rchives #993,[ˈäl̪t̪er] ヒーロー,993.png,,Cream,Seed,Gaze,Vomitspit,Clouds,Mellow,,1
994,AH!rchives #994,[ˈäl̪t̪er] ヒーロー,994.png,,Dark Blū,Metal Fingers,Stare,Stoik,,!!,,1
995,AH!rchives #995,[ˈäl̪t̪er] ヒーロー,995.png,,Cream,Clay,Sentinelle,Stoik,Rider,Pega,,1
996,AH!rchives #996,[ˈäl̪t̪er] ヒーロー,996.png,,Cream,Maze,Hidden,All Caps,Monk,Golf,,1
997,AH!rchives #997,[ˈäl̪t̪er] ヒーロー,997.png,,Red,Bahbū,Mono,All Caps,,,,1
998,AH!rchives #998,[ˈäl̪t̪er] ヒーロー,998.png,Barz,Rose,Metal Fingers,Watcher,All Caps,,,,1
999,AH!rchives #999,[ˈäl̪t̪er] ヒーロー,999.png,,,First Press,,,,,,3
